ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,remoto,empresa,tamanho_empresa,residencia_iso3
2025,SENIOR,FULL TIME,DATA CONSULTANT,150000,USD,150000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA CONSULTANT,111000,USD,111000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA CONSULTANT,150000,USD,150000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA CONSULTANT,111000,USD,111000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,112000,USD,112000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,80000,USD,80000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,90000,USD,90000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,70000,USD,70000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,BACKEND DEVELOPER,72000,USD,72000,FR,REMOTO,FR,MEDIA,FRA
2025,SENIOR,FULL TIME,BACKEND DEVELOPER,65000,USD,65000,FR,REMOTO,FR,MEDIA,FRA
2025,PLENO,FULL TIME,ANALYST,78000,USD,78000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,60000,USD,60000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,120000,USD,120000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,85000,USD,85000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT DESIGNER,190000,USD,190000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT DESIGNER,152000,USD,152000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,230000,USD,230000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,164800,USD,164800,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,150000,USD,150000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,90000,USD,90000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,ANALYST,144000,USD,144000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,ANALYST,86000,USD,86000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,220000,USD,220000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,120000,USD,120000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,179300,USD,179300,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,119500,USD,119500,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,225000,USD,225000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,146000,USD,146000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEERING MANAGER,225000,USD,225000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEERING MANAGER,165000,USD,165000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,BIOINFORMATICS SCIENTIST,146800,USD,146800,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,BIOINFORMATICS SCIENTIST,117400,USD,117400,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,BIOINFORMATICS SCIENTIST,230450,USD,230450,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,BIOINFORMATICS SCIENTIST,184300,USD,184300,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,BUSINESS DEVELOPMENT REPRESENTATIVE,100000,USD,100000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,BUSINESS DEVELOPMENT REPRESENTATIVE,30000,USD,30000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,QUANTITATIVE DEVELOPER,200000,USD,200000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,QUANTITATIVE DEVELOPER,150000,USD,150000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,50000,GBP,63291,GB,PRESENCIAL,GB,MEDIA,GBR
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,40000,GBP,50632,GB,PRESENCIAL,GB,MEDIA,GBR
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,485000,USD,485000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,323000,USD,323000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,TECHNICAL WRITER,160000,USD,160000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,TECHNICAL WRITER,128000,USD,128000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,MEMBER OF TECHNICAL STAFF,250000,USD,250000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,MEMBER OF TECHNICAL STAFF,160000,USD,160000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT MANAGER,220000,USD,220000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT MANAGER,147000,USD,147000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ASSOCIATE,112500,USD,112500,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ASSOCIATE,112500,USD,112500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SYSTEM ADMINISTRATOR,145000,USD,145000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,SYSTEM ADMINISTRATOR,100000,USD,100000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,149000,USD,149000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,76000,USD,76000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,BUSINESS INTELLIGENCE ANALYST,115000,USD,115000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,BUSINESS INTELLIGENCE ANALYST,91000,USD,91000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DEVELOPER,175500,USD,175500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DEVELOPER,121843,USD,121843,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,149400,USD,149400,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,84000,USD,84000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,180000,USD,180000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,115000,USD,115000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,COMPUTER VISION ENGINEER,173000,USD,173000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,COMPUTER VISION ENGINEER,112500,USD,112500,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,RESEARCH SCIENTIST,123203,USD,123203,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,RESEARCH SCIENTIST,89602,USD,89602,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,RESEARCH SCIENTIST,112003,USD,112003,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,RESEARCH SCIENTIST,81456,USD,81456,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,160650,USD,160650,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,107100,USD,107100,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,85000,USD,85000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,80000,USD,80000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,100000,USD,100000,US,REMOTO,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,62000,USD,62000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ANALYST,90000,USD,90000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ANALYST,80000,USD,80000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,RESEARCH SCIENTIST,81696,USD,81696,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,RESEARCH SCIENTIST,81696,USD,81696,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,75000,USD,75000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,65000,USD,65000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,160000,USD,160000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,149200,USD,149200,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,140000,USD,140000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,127000,USD,127000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,160000,USD,160000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,130000,USD,130000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,140000,USD,140000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,100000,USD,100000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,165000,USD,165000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,125000,USD,125000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,COMPUTATIONAL BIOLOGIST,161000,USD,161000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,COMPUTATIONAL BIOLOGIST,100600,USD,100600,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,241900,USD,241900,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,148300,USD,148300,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SYSTEMS ENGINEER,164500,USD,164500,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SYSTEMS ENGINEER,86600,USD,86600,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,179240,USD,179240,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,93770,USD,93770,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,147390,USD,147390,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,77120,USD,77120,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA SPECIALIST,80000,USD,80000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA SPECIALIST,58000,USD,58000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,163380,USD,163380,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,104000,USD,104000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA STRATEGIST,99900,USD,99900,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA STRATEGIST,84915,USD,84915,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,206000,USD,206000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,110300,USD,110300,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,WEB DEVELOPER,169000,USD,169000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,WEB DEVELOPER,109400,USD,109400,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,203000,USD,203000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,142000,USD,142000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,BUSINESS INTELLIGENCE ANALYST,176000,USD,176000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,BUSINESS INTELLIGENCE ANALYST,124000,USD,124000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,258000,USD,258000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,119800,USD,119800,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,196700,USD,196700,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ENGINEER,105400,USD,105400,US,PRESENCIAL,US,MEDIA,USA
2025,EXECUTIVO,FULL TIME,ENGINEER,300000,USD,300000,US,PRESENCIAL,US,MEDIA,USA
2025,EXECUTIVO,FULL TIME,ENGINEER,200000,USD,200000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,TECHNICAL WRITER,144660,USD,144660,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,TECHNICAL WRITER,90480,USD,90480,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,AI PRODUCT OWNER,222600,USD,222600,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,AI PRODUCT OWNER,120000,USD,120000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,134700,USD,134700,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,80400,USD,80400,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,212400,USD,212400,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,140800,USD,140800,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA SCIENTIST,209300,USD,209300,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA SCIENTIST,125600,USD,125600,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,244100,USD,244100,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,132000,USD,132000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA SCIENTIST,141500,USD,141500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA SCIENTIST,69100,USD,69100,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,AI ENGINEER,255900,USD,255900,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,AI ENGINEER,124600,USD,124600,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYTICS ENGINEER,160500,USD,160500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYTICS ENGINEER,86800,USD,86800,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,PART TIME,ANALYST,241600,USD,241600,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,PART TIME,ANALYST,109800,USD,109800,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ANALYST,73000,USD,73000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ANALYST,60000,USD,60000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT OWNER,159100,USD,159100,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT OWNER,96400,USD,96400,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA MANAGEMENT ANALYST,81675,USD,81675,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA MANAGEMENT ANALYST,58661,USD,58661,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,126300,USD,126300,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,84200,USD,84200,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,200400,USD,200400,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,80200,USD,80200,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,52000,EUR,54736,FR,PRESENCIAL,FR,MEDIA,FRA
2025,SENIOR,FULL TIME,DATA ENGINEER,52000,EUR,54736,FR,PRESENCIAL,FR,MEDIA,FRA
2025,SENIOR,FULL TIME,DATA ENGINEER,70000,GBP,88607,GB,PRESENCIAL,GB,MEDIA,GBR
2025,SENIOR,FULL TIME,DATA ENGINEER,50060,GBP,63367,GB,PRESENCIAL,GB,MEDIA,GBR
2025,SENIOR,FULL TIME,DATA ENGINEER,65000,GBP,82278,GB,PRESENCIAL,GB,MEDIA,GBR
2025,SENIOR,FULL TIME,DATA ENGINEER,65000,GBP,82278,GB,PRESENCIAL,GB,MEDIA,GBR
2025,PLENO,FULL TIME,DATA ENGINEER,100000,USD,100000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,85000,USD,85000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,130000,GBP,164556,GB,PRESENCIAL,GB,MEDIA,GBR
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,105000,GBP,132911,GB,PRESENCIAL,GB,MEDIA,GBR
2025,SENIOR,FULL TIME,MACHINE LEARNING ENGINEER,187860,USD,187860,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,MACHINE LEARNING ENGINEER,101400,USD,101400,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,154500,USD,154500,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,MANAGER,92200,USD,92200,US,REMOTO,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,103700,USD,103700,US,REMOTO,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,62000,USD,62000,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,BUSINESS INTELLIGENCE SPECIALIST,220000,USD,220000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,BUSINESS INTELLIGENCE SPECIALIST,132000,USD,132000,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,111900,USD,111900,US,PRESENCIAL,US,MEDIA,USA
2025,JUNIOR,FULL TIME,DATA ANALYST,84100,USD,84100,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,174000,USD,174000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,116000,USD,116000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,180000,USD,180000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,110000,USD,110000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,230000,USD,230000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,170000,USD,170000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE DEVELOPER,223400,USD,223400,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE DEVELOPER,96800,USD,96800,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,230000,USD,230000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,170000,USD,170000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,180000,USD,180000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,140000,USD,140000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,251600,USD,251600,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,120100,USD,120100,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,183000,USD,183000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,109800,USD,109800,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,67000,USD,67000,SG,PRESENCIAL,SG,MEDIA,SGP
2025,PLENO,FULL TIME,ENGINEER,44000,USD,44000,SG,PRESENCIAL,SG,MEDIA,SGP
2025,PLENO,FULL TIME,DEVELOPER,115100,USD,115100,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DEVELOPER,76700,USD,76700,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,139050,USD,139050,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,110150,USD,110150,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ANALYST,132099,USD,132099,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ANALYST,80061,USD,80061,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,170760,USD,170760,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,113840,USD,113840,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,128960,USD,128960,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,ANALYST,124323,USD,124323,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,136767,USD,136767,CA,PRESENCIAL,CA,MEDIA,CAN
2025,PLENO,FULL TIME,DATA ENGINEER,94700,USD,94700,CA,PRESENCIAL,CA,MEDIA,CAN
2025,PLENO,FULL TIME,DATA ENGINEER,203600,USD,203600,US,REMOTO,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,109700,USD,109700,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,178855,USD,178855,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ENGINEER,171267,USD,171267,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,176000,USD,176000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ENGINEER,77500,USD,77500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,169852,USD,169852,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SOFTWARE ENGINEER,121323,USD,121323,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ARCHITECT,240000,USD,240000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA ARCHITECT,200000,USD,200000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,183500,USD,183500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ANALYST,133500,USD,133500,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SYSTEMS ENGINEER,220000,USD,220000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,SYSTEMS ENGINEER,160000,USD,160000,US,PRESENCIAL,US,MEDIA,USA
2025,EXECUTIVO,FULL TIME,EXECUTIVE,146000,USD,146000,US,PRESENCIAL,US,MEDIA,USA
2025,EXECUTIVO,FULL TIME,EXECUTIVE,106000,USD,106000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,FULL STACK DEVELOPER,176000,USD,176000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,FULL STACK DEVELOPER,77500,USD,77500,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,270700,USD,270700,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,SOFTWARE ENGINEER,184300,USD,184300,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,FULL STACK DEVELOPER,141000,USD,141000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,FULL STACK DEVELOPER,61900,USD,61900,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,TECHNICAL LEAD,190000,USD,190000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,TECHNICAL LEAD,157403,USD,157403,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,149760,USD,149760,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,70000,USD,70000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SPECIALIST,203000,USD,203000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SPECIALIST,101000,USD,101000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,176000,USD,176000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,ENGINEER,77600,USD,77600,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,130000,USD,130000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,PRODUCT MANAGER,104000,USD,104000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,APPLIED SCIENTIST,257000,USD,257000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,APPLIED SCIENTIST,218000,USD,218000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,APPLIED SCIENTIST,237000,USD,237000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,APPLIED SCIENTIST,205000,USD,205000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT ANALYST,137972,USD,137972,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,PRODUCT ANALYST,82783,USD,82783,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,MANAGER,215270,USD,215270,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,MANAGER,137000,USD,137000,US,REMOTO,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,155000,USD,155000,US,PRESENCIAL,US,MEDIA,USA
2025,SENIOR,FULL TIME,DATA SCIENTIST,131000,USD,131000,US,PRESENCIAL,US,MEDIA,USA
2025,PLENO,FULL TIME,DATA ANALYST,109200,USD,109200,US,PRESENCIAL,US,MEDIA,USA
